school_name,school_code,authorizer,model_type,operating_school_year,accountability_reporting_year,legal_charter,grade_9_count,grade_10_count,grade_11_count,grade_12_count,has_grade_12,acgr_row_exists,include_in_charter_grad_universe,exclusion_reason,confidence,source_file,source_url,date_accessed
NORTH STAR ONLINE SCHOOL,16923,Washoe County School District,non_charter_excluded,2022-23,2023-24,no,,,,,yes,yes,no,district-operated option school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Rainshadow CCHS,16610,Washoe County School District,alternative,2022-23,2023-24,yes,16,33,39,25,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2022_23.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Explore Knowledge Academy J-SHS,02616,Clark County School District,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Innovations Int'l Charter J-SHS,02363,Clark County School District,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NV Learning Academy JR/SR High School,02625,Clark County School District,non_charter_excluded,2023-24,2024-25,no,,,,,yes,yes,no,district-operated option school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Odyssey Charter Schools 9-12 HS,02614,Clark County School District,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
The Delta Academy J-SHS,02621,Clark County School District,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Independence High School,79903,Correctional LEA,non_charter_excluded,2023-24,2024-25,no,,,,,no,yes,no,correctional LEA school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Northeastern Nevada Virtual Academy,04610,Elko County School District / district-operated virtual,non_charter_excluded,2023-24,2024-25,no,,,,,yes,yes,no,district-operated virtual program,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Alpine Acad,,State Public Charter School Authority,alternative,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Amplus Durango,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Argent Preparatory Academy,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,no,no,no,school_not_operating,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Beacon Acad,,State Public Charter School Authority,alternative,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
CASLV Cadence,87316,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,72,,,,no,no,no,no_grade_12_or_no_acgr,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
CASLV Sandy Ridge,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
CIVICA Academy,110100,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,63,,,,no,no,no,no_grade_12_or_no_acgr,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Democracy Prep,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Doral Red Rock,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Equipo Acad,,State Public Charter School Authority,alternative,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Explore Academy,107101,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,41,36,18,9,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Founders Acad,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Leadership Acad,,State Public Charter School Authority,alternative,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Mater Academy East,49434,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,312,259,211,148,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
NSHS Downtown,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NSHS Dtwn Henderson,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NSHS Henderson,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NSHS Meadowwood,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NSHS North Las Vegas,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NSHS Northwest,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NSHS Southwest,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NSHS Summerlin,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
NSHS Sunrise,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Nevada Connections Acad,,State Public Charter School Authority,statewide_online,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Nevada Virtual Charter,,State Public Charter School Authority,statewide_online,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Oasis Acad,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Pinecrest Cadence,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Pinecrest Sloan Canyon,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
SLAM NV,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Somerset Losee,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Somerset Sky Pointe,,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
Southern Nevada Trades High School,95301,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,41,42,,,no,no,no,no_grade_12_or_no_acgr,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Young Women's Leadership Academy of Las Vegas,113100,State Public Charter School Authority,brick_and_mortar,2023-24,2024-25,yes,10,13,,,no,no,no,not_yet_in_graduation_universe,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Davidson Academy,84406,University Schools,non_charter_excluded,2023-24,2024-25,no,,,,,yes,yes,no,non-charter statewide entity,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Academy for Career Education Charter,16608,Washoe County School District,brick_and_mortar,2023-24,2024-25,yes,70,60,71,48,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Coral Academy of Science Charter,16312,Washoe County School District,brick_and_mortar,2023-24,2024-25,yes,122,102,82,76,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
ICDA Charter HS,16604,Washoe County School District,alternative,2023-24,2024-25,yes,,,,,no,no,no,school_not_operating,moderate,MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=4+Year+Graduation+Rates+for+the+Class+of+2023-24.pdf,2026-06-06
North Star Online School,16923,Washoe County School District,non_charter_excluded,2023-24,2024-25,no,,,,,yes,yes,no,district-operated option school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Rainshadow CCHS,16610,Washoe County School District,alternative,2023-24,2024-25,yes,30,31,33,43,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2023_24.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Explore Knowledge Academy J-SHS,02616,Clark County School District,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,2026-06-06
Innovations Int'l Charter J-SHS,02363,Clark County School District,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,2026-06-06
NV Learning Academy JR/SR High School,02625,Clark County School District,non_charter_excluded,2024-25,2025-26,no,,,,,yes,yes,no,district-operated option school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Odyssey Charter Schools 9-12 HS,02614,Clark County School District,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,2026-06-06
The Delta Academy J-SHS,02621,Clark County School District,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,2026-06-06
Independence High School,79903,Correctional LEA,non_charter_excluded,2024-25,2025-26,no,,,,,no,yes,no,correctional LEA school,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Northeastern Nevada Virtual Academy,04610,Elko County School District / district-operated virtual,non_charter_excluded,2024-25,2025-26,no,,,,,yes,yes,no,district-operated virtual program,high,Nevada_ReportCard_ACGR_school_level_export_2013_14_to_2024_25.csv,https://nevadareportcard.nv.gov/DI/main/cohort4yr,2026-06-06
Alpine Acad,,State Public Charter School Authority,alternative,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Amplus Durango,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Argent Preparatory Academy,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,no,no,no,school_not_operating,moderate,MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,https://nevadareportcard.nv.gov/DI/MoreDownload?filename=Class+of+2024-2025+4+Year+ACGR.pdf,2026-06-06
Beacon Acad,,State Public Charter School Authority,alternative,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
CASLV Cadence,87316,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,90,57,,,no,no,no,no_grade_12_or_no_acgr,high,NDE_Validation_Day_Enrollment_2024_25.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
CASLV Sandy Ridge,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
CIVICA Academy,110100,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,57,41,,,no,no,no,no_grade_12_or_no_acgr,high,NDE_Validation_Day_Enrollment_2024_25.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Democracy Prep,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Doral Red Rock,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Equipo Acad,,State Public Charter School Authority,alternative,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Explore Academy,107101,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,80,41,35,12,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2024_25.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
Founders Acad,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Leadership Acad,,State Public Charter School Authority,alternative,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Mater Academy East,49434,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,314,294,258,207,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2024_25.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
NSHS Downtown,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
NSHS Dtwn Henderson,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
NSHS Henderson,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
NSHS Meadowwood,104101,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,5,7,yes,yes,yes,,high,NDE_Validation_Day_Enrollment_2024_25.xlsx,https://doe.nv.gov/offices/office-of-assessment-data-and-accountability-management-adam/accountability/data-requests/enrollment-for-nevada-public-schools,2026-06-06
NSHS North Las Vegas,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
NSHS Northwest,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
NSHS Southwest,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
NSHS Summerlin,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
NSHS Sunrise,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Nevada Connections Acad,,State Public Charter School Authority,statewide_online,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Nevada Virtual Charter,,State Public Charter School Authority,statewide_online,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Oasis Acad,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Pinecrest Cadence,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Pinecrest Sloan Canyon,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
SLAM NV,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
Somerset Losee,,State Public Charter School Authority,brick_and_mortar,2024-25,2025-26,yes,,,,,yes,yes,yes,,moderate,251212_SPCSA_4YrGraduationRates_final.pdf,https://charterschools.nv.gov/uploadedFiles/CharterSchoolsnvgov/content/News/2025/251212_SPCSA_4YrGraduationRates_final.pdf,2026-06-06
