school_year,accountability_year,district_code,district_name,school_code,school_name,school_type,charter_status,authorizer,school_level_band,star_rating,rating_bucket_5level,rating_bucket_3level,enrollment_k,enrollment_1,enrollment_2,enrollment_3,enrollment_4,enrollment_5,enrollment_6,enrollment_7,enrollment_8,enrollment_9,enrollment_10,enrollment_11,enrollment_12,enrollment_es,enrollment_ms,enrollment_hs,enrollment_total,source_enrollment_file,source_rating_file,join_confidence,notes
2014-15,2014-15,18,State Public Charter Schools,18417.2,Discovery Sch MS,Charter,charter,State Public Charter School Authority,MS,3.0,3,3,,,,,,,,,,,,,,,,,101.53,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18418.1,Imagine MTN View ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,491.0,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,legacy_direct_single_band,single_band_total_from_legacy_pdf
2014-15,2014-15,18,State Public Charter Schools,18419.1,Somerset Acad ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,2697.52,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18419.2,Somerset Acad MS,Charter,charter,State Public Charter School Authority,MS,5.0,5,4-5,,,,,,,,,,,,,,,,,1422.34,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18419.3,Somerset Acad HS,Charter,charter,State Public Charter School Authority,HS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,403.14,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18423.1,Pinecrest ES,Charter,charter,State Public Charter School Authority,ES,3.0,3,3,,,,,,,,,,,,,,,,,715.26,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18423.2,Pinecrest MS,Charter,charter,State Public Charter School Authority,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,221.74,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18424.1,Honors Acad ES,Charter,charter,State Public Charter School Authority,ES,2.0,2,1-2,,,,,,,,,,,,,,,,,131.41,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18424.2,Honors Acad MS,Charter,charter,State Public Charter School Authority,MS,4.0,4,4-5,,,,,,,,,,,,,,,,,55.59,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18426.1,Doral CS ES,Charter,charter,State Public Charter School Authority,ES,5.0,5,4-5,,,,,,,,,,,,,,,,,1173.87,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18426.2,Doral CS MS,Charter,charter,State Public Charter School Authority,MS,3.0,3,3,,,,,,,,,,,,,,,,,481.13,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18428.1,Learning Bridge ES,Charter,charter,State Public Charter School Authority,ES,3.0,3,3,,,,,,,,,,,,,,,,,106.74,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18428.2,Learning Bridge MS,Charter,charter,State Public Charter School Authority,MS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,44.26,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18429.2,Leadership MS,Charter,charter,State Public Charter School Authority,MS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,118.29,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18429.3,Leadership HS,Charter,charter,State Public Charter School Authority,HS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,98.71,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18430.1,Founders ES,Charter,charter,State Public Charter School Authority,ES,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,295.39,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18430.2,Founders MS,Charter,charter,State Public Charter School Authority,MS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,116.51,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18430.3,Founders HS,Charter,charter,State Public Charter School Authority,HS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,21.1,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18431.1,American Prep ES,Charter,charter,State Public Charter School Authority,ES,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,298.0,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18431.2,American Prep MS,Charter,charter,State Public Charter School Authority,MS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,81.48,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18431.3,American Prep HS,Charter,charter,State Public Charter School Authority,HS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,30.52,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18432.1,Mater ES,Charter,charter,State Public Charter School Authority,ES,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,229.8,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2014-15,2014-15,18,State Public Charter Schools,18432.2,Mater MS,Charter,charter,State Public Charter School Authority,MS,,Not Rated,Not Rated,,,,,,,,,,,,,,,,,56.2,nv_2015_18.pdf,legacy_state_charters_nspf_rows_2012_13_to_2014_15.csv,estimated,estimated_band_split_from_2015-16
2015-16,2015-16,13,Carson City,13212.1,Carson Montessori ES,Charter,charter,Carson City School District,ES,Not Rated,Not Rated,Not Rated,48.0,48.0,37.0,51.0,38.0,34.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,15.0,0.0,256.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16278.1,Bailey ES,Charter,charter,Washoe County School District,ES,Not Rated,Not Rated,Not Rated,47.0,50.0,44.0,42.0,45.0,40.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,32.0,0.0,268.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16281.1,Mariposa Acad ES,Charter,charter,Washoe County School District,ES,Not Rated,Not Rated,Not Rated,27.0,21.0,27.0,22.0,21.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,137.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16282.1,High Desert Monte ES,Charter,charter,Washoe County School District,ES,Not Rated,Not Rated,Not Rated,0.0,51.0,54.0,45.0,40.0,35.0,24.0,43.0,29.0,17.0,0.0,0.0,0.0,225.0,96.0,17.0,225.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16282.2,High Desert Monte MS,Charter,charter,Washoe County School District,MS,Not Rated,Not Rated,Not Rated,0.0,51.0,54.0,45.0,40.0,35.0,24.0,43.0,29.0,17.0,0.0,0.0,0.0,225.0,96.0,17.0,96.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16282.3,High Desert Monte HS,Charter,charter,Washoe County School District,HS,Not Rated,Not Rated,Not Rated,0.0,51.0,54.0,45.0,40.0,35.0,24.0,43.0,29.0,17.0,0.0,0.0,0.0,225.0,96.0,17.0,17.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16312.2,Coral Acad of Sci MS,Charter,charter,Washoe County School District,MS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,148.0,141.0,96.0,76.0,57.0,41.0,32.0,0.0,385.0,206.0,385.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16312.3,Coral Acad of Sci HS,Charter,charter,Washoe County School District,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,148.0,141.0,96.0,76.0,57.0,41.0,32.0,0.0,385.0,206.0,206.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16318.1,Coral Acad of Sci ES,Charter,charter,Washoe County School District,ES,Not Rated,Not Rated,Not Rated,77.0,88.0,110.0,110.0,109.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.0,0.0,0.0,591.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16604.3,I Can Do Anything HS,Charter,charter,Washoe County School District,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,41.0,88.0,87.0,0.0,0.0,228.0,228.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16605.1,Sierra NV Acad ES,Charter,charter,Washoe County School District,ES,Not Rated,Not Rated,Not Rated,38.0,43.0,34.0,37.0,30.0,25.0,30.0,30.0,27.0,0.0,0.0,0.0,0.0,207.0,87.0,0.0,207.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16605.2,Sierra NV Acad MS,Charter,charter,Washoe County School District,MS,Not Rated,Not Rated,Not Rated,38.0,43.0,34.0,37.0,30.0,25.0,30.0,30.0,27.0,0.0,0.0,0.0,0.0,207.0,87.0,0.0,87.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16608.3,Acad for Career E HS,Charter,charter,Washoe County School District,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,46.0,54.0,49.0,0.0,0.0,198.0,198.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,16,Washoe,16610.3,enCompass HS,Charter,charter,Washoe County School District,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,25.0,34.0,46.0,0.0,0.0,116.0,116.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18400.2,Silver State MS,Charter,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44.0,61.0,97.0,128.0,0.0,28.0,330.0,28.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18400.3,Silver State HS,Charter,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,44.0,61.0,97.0,128.0,0.0,28.0,330.0,330.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18401.3,Nevada State HS,Charter,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,167.0,0.0,0.0,341.0,341.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18404.1,Nevada Virtual Ac ES,Charter Virtual School,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,50.0,110.0,122.0,132.0,132.0,151.0,183.0,222.0,260.0,188.0,268.0,221.0,116.0,697.0,665.0,793.0,697.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18404.2,Nevada Virtual Ac MS,Charter Virtual School,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,50.0,110.0,122.0,132.0,132.0,151.0,183.0,222.0,260.0,188.0,268.0,221.0,116.0,697.0,665.0,793.0,665.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18404.3,Nevada Virtual Ac HS,Charter Virtual School,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,50.0,110.0,122.0,132.0,132.0,151.0,183.0,222.0,260.0,188.0,268.0,221.0,116.0,697.0,665.0,793.0,793.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18405.1,NV Connections Ac ES,Charter Virtual School,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,96.0,113.0,120.0,148.0,139.0,172.0,170.0,271.0,284.0,410.0,364.0,299.0,265.0,788.0,725.0,1338.0,788.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18405.2,NV Connections Ac MS,Charter Virtual School,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,96.0,113.0,120.0,148.0,139.0,172.0,170.0,271.0,284.0,410.0,364.0,299.0,265.0,788.0,725.0,1338.0,725.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18405.3,NV Connections Ac HS,Charter Virtual School,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,96.0,113.0,120.0,148.0,139.0,172.0,170.0,271.0,284.0,410.0,364.0,299.0,265.0,788.0,725.0,1338.0,1338.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18407.1,Coral Acad of Sci ES,Charter,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,105.0,133.0,137.0,133.0,132.0,134.0,138.0,181.0,178.0,98.0,71.0,64.0,47.0,774.0,497.0,280.0,774.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18407.2,Coral Acad of Sci MS,Charter,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,105.0,133.0,137.0,133.0,132.0,134.0,138.0,181.0,178.0,98.0,71.0,64.0,47.0,774.0,497.0,280.0,497.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18407.3,Coral Acad of Sci HS,Charter,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,105.0,133.0,137.0,133.0,132.0,134.0,138.0,181.0,178.0,98.0,71.0,64.0,47.0,774.0,497.0,280.0,280.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18408.1,Quest Acad ES,Charter,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,183.0,170.0,134.0,143.0,110.0,108.0,108.0,101.0,74.0,48.0,32.0,30.0,34.0,848.0,283.0,144.0,848.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18408.2,Quest Acad MS,Charter,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,183.0,170.0,134.0,143.0,110.0,108.0,108.0,101.0,74.0,48.0,32.0,30.0,34.0,848.0,283.0,144.0,283.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18408.3,Quest Acad HS,Charter,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,183.0,170.0,134.0,143.0,110.0,108.0,108.0,101.0,74.0,48.0,32.0,30.0,34.0,848.0,283.0,144.0,144.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18409.3,Beacon Academy HS,Charter Virtual School,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,105.0,154.0,251.0,0.0,0.0,548.0,548.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18410.1,Elko Institute ES,Charter,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,18.0,20.0,22.0,18.0,22.0,22.0,22.0,19.0,15.0,0.0,0.0,0.0,0.0,122.0,56.0,0.0,122.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18410.2,Elko Institute MS,Charter,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,18.0,20.0,22.0,18.0,22.0,22.0,22.0,19.0,15.0,0.0,0.0,0.0,0.0,122.0,56.0,0.0,56.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18411.1,Silver Sands ES,Charter,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,47.0,33.0,46.0,42.0,28.0,26.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,222.0,48.0,0.0,222.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18411.2,Silver Sands MS,Charter,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,47.0,33.0,46.0,42.0,28.0,26.0,23.0,25.0,0.0,0.0,0.0,0.0,0.0,222.0,48.0,0.0,48.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18412.3,Alpine Charter HS,Charter,charter,State Public Charter School Authority,HS,Not Rated,Not Rated,Not Rated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,22.0,32.0,0.0,0.0,120.0,120.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18414.1,Oasis Acad ES,Charter,charter,State Public Charter School Authority,ES,Not Rated,Not Rated,Not Rated,0.0,42.0,40.0,40.0,41.0,41.0,40.0,40.0,40.0,46.0,27.0,48.0,0.0,204.0,120.0,121.0,204.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
2015-16,2015-16,18,State Public Charter School Authority ,18414.2,Oasis Acad MS,Charter,charter,State Public Charter School Authority,MS,Not Rated,Not Rated,Not Rated,0.0,42.0,40.0,40.0,41.0,41.0,40.0,40.0,40.0,46.0,27.0,48.0,0.0,204.0,120.0,121.0,120.0,NDE_Validation_Day_Enrollment_2015_16.xlsx,SchoolRatings_MASTER_2015-16.csv,high,initial_transition_not_shown
